YearsExperience,Education,JobRole,OrgSize,Location,Salary,CompFreq,Currency,LanguageHaveWorkedWith,Age,Gender
4.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,8000000,Monthly,VND,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,23,Male
6.0,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,10000000,Monthly,VND,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,24,Male
15.0,Master,Full-stack Developer,100 to 499 employees,Viet Nam,37000000,Monthly,VND,C#;Python;SQL;TypeScript,37,Other
5.0,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,20000000,Monthly,VND,C#;Java;JavaScript,24,Male
2.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,10833333,Monthly,VND,C#;HTML/CSS;JavaScript;Python;SQL,24,Male
10.0,High School,Back-end Developer,100 to 499 employees,Viet Nam,75900000,Monthly,VND,C++;Go,30,Male
4.0,Bachelor,Front-end Developer,500 to 999 employees,Viet Nam,11000000,Monthly,VND,Java,25,Male
4.0,Bachelor,Embedded Engineer,20 to 99 employees,Viet Nam,11500000,Monthly,VND,Bash/Shell/PowerShell;JavaScript;SQL,23,Male
10.0,Master,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,35000000,Monthly,VND,C;C++;Java;Python,32,Male
3.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,16100000,Monthly,VND,JavaScript;Python,26,Male
3.0,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,45000000,Monthly,VND,Go;HTML/CSS;JavaScript;TypeScript,36,Male
6.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,17000000,Monthly,VND,HTML/CSS;JavaScript;TypeScript,30,Male
13.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,30000000,Monthly,VND,C#,35,Other
10.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,24000000,Monthly,VND,HTML/CSS;Java;JavaScript;PHP;Python,32,Male
7.0,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,11000000,Monthly,VND,Python,23,Male
7.0,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,15600000,Monthly,VND,C;HTML/CSS;JavaScript;Python;VBA,28,Male
15.0,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,40000000,Monthly,VND,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;TypeScript,35,Male
6.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,27000000,Monthly,VND,Go;Java;Scala;SQL;TypeScript,27,Male
1.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,8000000,Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,24,Male
3.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,9200000,Monthly,VND,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Rust,23,Male
4.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,18000000,Monthly,VND,None,26,Other
4.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,15000000,Monthly,VND,C#;HTML/CSS;Java;JavaScript;Python;SQL,26,Other
6.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,15000000,Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,28,Other
7.0,PhD,Data Scientist,100 to 499 employees,Viet Nam,88000000,Monthly,VND,None,29,Other
3.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,12000000,Monthly,VND,None,25,Other
8.0,Bachelor,Mobile Developer,"10,000 or more employees",Viet Nam,20000000,Monthly,VND,None,30,Other
3.0,High School,Embedded Engineer,100 to 499 employees,Viet Nam,13000000,Monthly,VND,C;C++,25,Other
9.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,20000000,Monthly,VND,None,31,Other
8.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,16266950,Monthly,VND,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL,30,Other
7.0,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,15000000,Monthly,VND,Go;Java;JavaScript;Kotlin;Swift,26,Male
2.0,Bachelor,Front-end Developer,"10,000 or more employees",Viet Nam,14000000,Monthly,VND,HTML/CSS;JavaScript,24,Male
5.0,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,20000000,Monthly,VND,None,27,Other
8.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,30000000,Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,27,Male
21.0,High School,Back-end Developer,20 to 99 employees,Viet Nam,52000000,Monthly,VND,C++;JavaScript,43,Male
5.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,16100000,Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,25,Male
6.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,69000000,Monthly,VND,Bash/Shell/PowerShell;C++;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,22,Male
18.0,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,70000000,Monthly,VND,C#;HTML/CSS;JavaScript;SQL;Swift,35,Male
5.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,18500000,Monthly,VND,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,26,Male
11.0,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,57500000,Monthly,VND,C#;HTML/CSS;Java;Kotlin;Python;SQL,29,Male
6.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,12500000,Monthly,VND,C;C#;C++,25,Male
5.0,Bachelor,DevOps,100 to 499 employees,Viet Nam,11000000,Monthly,VND,C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;VBA,30,Male
3.0,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,38333333,Monthly,VND,Assembly;Bash/Shell/PowerShell;C,24,Male
6.0,High School,Full-stack Developer,500 to 999 employees,Viet Nam,5300000,Monthly,VND,Go;HTML/CSS;Java;JavaScript;SQL,24,Male
8.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,28000000,Monthly,VND,None,30,Other
7.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,16100000,Monthly,VND,None,29,Other
0.0,High School,Data Scientist,"1,000 to 4,999 employees",Viet Nam,47000000,Monthly,VND,NOT PROVIDED,27,Male
4.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,35000000,Monthly,VND,NOT PROVIDED,32,Male
7.0,Bachelor,Mobile Developer,"10,000 or more employees",Viet Nam,70000000,Monthly,VND,NOT PROVIDED,29,Male
6.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,15000000,Monthly,VND,NOT PROVIDED,27,Male
10.0,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,33,Male
5.0,Bachelor,DevOps,"10,000 or more employees",Viet Nam,57500000,Monthly,VND,NOT PROVIDED,37,Male
0.0,Bachelor,Data Scientist,10 to 19 employees,Viet Nam,9000000,Monthly,VND,NOT PROVIDED,24,Male
3.0,High School,Front-end Developer,20 to 99 employees,Viet Nam,5000000,Monthly,VND,NOT PROVIDED,23,Male
7.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,57500000,Monthly,VND,NOT PROVIDED,30,Male
4.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,14000000,Monthly,VND,NOT PROVIDED,22,Male
4.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,32,Male
10.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,23000000,Monthly,VND,NOT PROVIDED,34,Male
14.0,Master,Full-stack Developer,20 to 99 employees,Viet Nam,73000000,Monthly,VND,NOT PROVIDED,32,Male
8.0,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,27000000,Monthly,VND,NOT PROVIDED,24,Male
8.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,15000000,Monthly,VND,NOT PROVIDED,28,Male
12.0,Bachelor,Embedded Engineer,"1,000 to 4,999 employees",Viet Nam,52500000,Monthly,VND,NOT PROVIDED,32,Male
0.0,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,20000000,Monthly,VND,NOT PROVIDED,33,Male
4.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,41400000,Monthly,VND,NOT PROVIDED,30,Male
4.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,14000000,Monthly,VND,NOT PROVIDED,21,Male
4.0,Bachelor,Embedded Engineer,20 to 99 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,22,Male
5.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,7745000,Monthly,VND,NOT PROVIDED,22,Male
4.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,13000000,Monthly,VND,NOT PROVIDED,22,Male
3.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,17000000,Monthly,VND,NOT PROVIDED,28,Female
10.0,Master,Mobile Developer,"1,000 to 4,999 employees",Viet Nam,47000000,Monthly,VND,NOT PROVIDED,36,Male
3.0,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,8000000,Monthly,VND,NOT PROVIDED,27,Male
4.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,26,Male
7.0,Bachelor,DevOps,"10,000 or more employees",Viet Nam,18000000,Monthly,VND,NOT PROVIDED,31,Male
8.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,26,Male
15.0,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,54000000,Monthly,VND,NOT PROVIDED,34,Male
7.0,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,80960000,Monthly,VND,NOT PROVIDED,31,Male
5.0,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,30,Male
2.0,High School,Front-end Developer,20 to 99 employees,Viet Nam,35000000,Monthly,VND,NOT PROVIDED,32,Male
1.0,Bachelor,DevOps,20 to 99 employees,Viet Nam,5000000,Monthly,VND,NOT PROVIDED,20,Male
0.0,High School,Front-end Developer,100 to 499 employees,Viet Nam,7000000,Monthly,VND,NOT PROVIDED,19,Male
4.0,Bachelor,Front-end Developer,500 to 999 employees,Viet Nam,51000000,Monthly,VND,NOT PROVIDED,25,Male
6.0,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,27000000,Monthly,VND,NOT PROVIDED,27,Male
8.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,34166667,Monthly,VND,NOT PROVIDED,27,Male
13.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,37,Male
10.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,27,Male
4.0,Master,Data Scientist,100 to 499 employees,Viet Nam,32000000,Monthly,VND,NOT PROVIDED,29,Male
3.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,21,Male
5.0,Bachelor,Game Developer,100 to 499 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,27,Male
13.0,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,34500000,Monthly,VND,NOT PROVIDED,33,Male
20.0,Master,Full-stack Developer,20 to 99 employees,Viet Nam,45000000,Monthly,VND,NOT PROVIDED,44,Male
5.0,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,9000000,Monthly,VND,NOT PROVIDED,24,Male
7.0,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,24000000,Monthly,VND,NOT PROVIDED,34,Male
8.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,32200000,Monthly,VND,NOT PROVIDED,33,Male
4.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,30000000,Monthly,VND,NOT PROVIDED,27,Male
19.0,Bachelor,DevOps,20 to 99 employees,Viet Nam,90000000,Monthly,VND,NOT PROVIDED,36,Male
10.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,5000000,Monthly,VND,NOT PROVIDED,29,Male
10.0,Bachelor,Front-end Developer,"5,000 to 9,999 employees",Viet Nam,26666667,Monthly,VND,NOT PROVIDED,26,Male
7.0,High School,Front-end Developer,20 to 99 employees,Viet Nam,15000000,Monthly,VND,NOT PROVIDED,34,Female
4.0,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,26,Male
6.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,8000000,Monthly,VND,NOT PROVIDED,26,Male
2.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,13000000,Monthly,VND,NOT PROVIDED,27,Male
6.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,13000000,Monthly,VND,NOT PROVIDED,22,Male
1.0,High School,Front-end Developer,10 to 19 employees,Viet Nam,8000000,Monthly,VND,NOT PROVIDED,20,Male
3.0,High School,Full-stack Developer,"10,000 or more employees",Viet Nam,12500000,Monthly,VND,NOT PROVIDED,19,Male
3.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,46000000,Monthly,VND,NOT PROVIDED,19,Male
5.0,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,21000000,Monthly,VND,NOT PROVIDED,30,Male
6.0,High School,Front-end Developer,100 to 499 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,32,Male
4.0,High School,Full-stack Developer,500 to 999 employees,Viet Nam,10000000,Monthly,VND,NOT PROVIDED,23,Male
5.0,Bachelor,DevOps,500 to 999 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,21,Male
7.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,34,Female
0.0,High School,Data Scientist,"1,000 to 4,999 employees",Viet Nam,29071991,Monthly,VND,NOT PROVIDED,25,Male
5.0,Bachelor,Front-end Developer,10 to 19 employees,Viet Nam,5000000,Monthly,VND,NOT PROVIDED,34,Male
11.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,45000000,Monthly,VND,NOT PROVIDED,31,Male
7.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,23000000,Monthly,VND,NOT PROVIDED,27,Male
3.0,Master,Front-end Developer,20 to 99 employees,Viet Nam,5000000,Monthly,VND,NOT PROVIDED,24,Male
10.0,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,26,Male
5.0,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,21,Male
8.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,88000000,Monthly,VND,NOT PROVIDED,25,Male
6.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,36800000,Monthly,VND,NOT PROVIDED,31,Male
9.0,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,34,Male
11.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,33000000,Monthly,VND,NOT PROVIDED,33,Male
5.0,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,8000000,Monthly,VND,NOT PROVIDED,23,Male
12.0,Master,Mobile Developer,20 to 99 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,32,Male
7.0,Bachelor,Back-end Developer,"5,000 to 9,999 employees",Viet Nam,20000000,Monthly,VND,NOT PROVIDED,34,Male
10.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,16666667,Monthly,VND,NOT PROVIDED,28,Male
7.0,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,33,Male
11.0,High School,Back-end Developer,100 to 499 employees,Viet Nam,78000000,Monthly,VND,NOT PROVIDED,28,Male
0.0,High School,Back-end Developer,20 to 99 employees,Viet Nam,5000000,Monthly,VND,NOT PROVIDED,31,Male
7.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,35000000,Monthly,VND,NOT PROVIDED,23,Male
4.0,Bachelor,Mobile Developer,"1,000 to 4,999 employees",Viet Nam,9500000,Monthly,VND,NOT PROVIDED,22,Male
0.0,High School,Back-end Developer,20 to 99 employees,Viet Nam,21000000,Monthly,VND,NOT PROVIDED,28,Male
9.0,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,50000000,Monthly,VND,NOT PROVIDED,33,Male
12.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,34,Male
5.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,28,Male
3.0,High School,Front-end Developer,100 to 499 employees,Viet Nam,23000000,Monthly,VND,NOT PROVIDED,23,Male
8.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,35000000,Monthly,VND,NOT PROVIDED,25,Male
6.0,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,41666667,Monthly,VND,NOT PROVIDED,34,Male
8.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,24,Male
4.0,Bachelor,Mobile Developer,"1,000 to 4,999 employees",Viet Nam,14000000,Monthly,VND,NOT PROVIDED,24,Male
5.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,31,Male
3.0,High School,Back-end Developer,20 to 99 employees,Viet Nam,17000000,Monthly,VND,NOT PROVIDED,20,Male
7.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,50000000,Monthly,VND,NOT PROVIDED,34,Male
7.0,High School,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,8000000,Monthly,VND,NOT PROVIDED,29,Male
4.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,18000000,Monthly,VND,NOT PROVIDED,23,Male
3.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,6300000,Monthly,VND,NOT PROVIDED,30,Male
5.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,26000000,Monthly,VND,NOT PROVIDED,32,Male
5.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,32,Male
7.0,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,17500000,Monthly,VND,NOT PROVIDED,26,Male
11.0,High School,Game Developer,20 to 99 employees,Viet Nam,45967684,Monthly,VND,NOT PROVIDED,30,Male
1.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,9583333,Monthly,VND,NOT PROVIDED,23,Male
12.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,35000000,Monthly,VND,NOT PROVIDED,31,Male
7.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,53000000,Monthly,VND,NOT PROVIDED,30,Male
5.0,High School,DevOps,"1,000 to 4,999 employees",Viet Nam,16100000,Monthly,VND,NOT PROVIDED,22,Other
6.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,57500000,Monthly,VND,NOT PROVIDED,31,Male
3.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,11000000,Monthly,VND,NOT PROVIDED,23,Male
4.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,21000000,Monthly,VND,NOT PROVIDED,23,Male
5.0,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,37000000,Monthly,VND,NOT PROVIDED,29,Male
4.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,34,Male
8.0,Bachelor,Game Developer,"1,000 to 4,999 employees",Viet Nam,30000000,Monthly,VND,NOT PROVIDED,25,Male
2.0,High School,Back-end Developer,100 to 499 employees,Viet Nam,16100000,Monthly,VND,NOT PROVIDED,31,Male
11.0,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,46000000,Monthly,VND,NOT PROVIDED,34,Male
4.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,27,Male
3.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,23000000,Monthly,VND,NOT PROVIDED,23,Male
6.0,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,32200000,Monthly,VND,NOT PROVIDED,24,Male
7.0,High School,Data Scientist,100 to 499 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,25,Male
7.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,48000000,Monthly,VND,NOT PROVIDED,31,Male
6.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,32,Male
4.0,Master,DevOps,100 to 499 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,21,Male
8.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,35000000,Monthly,VND,NOT PROVIDED,25,Male
8.0,Bachelor,Mobile Developer,500 to 999 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,30,Male
10.0,Master,Full-stack Developer,10 to 19 employees,Viet Nam,31958333,Monthly,VND,NOT PROVIDED,29,Male
10.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,51000000,Monthly,VND,NOT PROVIDED,26,Male
9.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,13000000,Monthly,VND,NOT PROVIDED,29,Male
5.0,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,12000000,Monthly,VND,NOT PROVIDED,21,Male
8.0,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,18400000,Monthly,VND,NOT PROVIDED,32,Male
3.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,25000000,Monthly,VND,NOT PROVIDED,27,Male
10.0,Bachelor,DevOps,100 to 499 employees,Viet Nam,15000000,Monthly,VND,NOT PROVIDED,32,Male
4.0,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,44000000,Monthly,VND,NOT PROVIDED,28,Male
7.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,38333333,Monthly,VND,NOT PROVIDED,32,Male
8.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,18000000,Monthly,VND,NOT PROVIDED,34,Male
4.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,6900000,Monthly,VND,NOT PROVIDED,23,Male
5.0,Bachelor,Back-end Developer,"5,000 to 9,999 employees",Viet Nam,9890000,Monthly,VND,NOT PROVIDED,21,Male
4.0,High School,Back-end Developer,100 to 499 employees,Viet Nam,9000000,Monthly,VND,NOT PROVIDED,23,Male
4.0,Master,Full-stack Developer,10 to 19 employees,Viet Nam,75000000,Monthly,VND,NOT PROVIDED,22,Male
4.0,High School,Data Scientist,10 to 19 employees,Viet Nam,9000000,Monthly,VND,NOT PROVIDED,22,Male
10.0,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,23000000,Monthly,VND,NOT PROVIDED,30,Male
9.0,Bachelor,Front-end Developer,10 to 19 employees,Viet Nam,50000000,Monthly,VND,NOT PROVIDED,34,Male
2.0,High School,Mobile Developer,100 to 499 employees,Viet Nam,32000000,Monthly,VND,NOT PROVIDED,32,Male
5.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,1166667,Monthly,VND,NOT PROVIDED,24,Male
5.0,Bachelor,Front-end Developer,500 to 999 employees,Viet Nam,61640000,Monthly,VND,NOT PROVIDED,32,Male
16.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,40000000,Monthly,VND,NOT PROVIDED,32,Male
13.0,Master,Back-end Developer,20 to 99 employees,Viet Nam,83333333,Monthly,VND,NOT PROVIDED,30,Male
2.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,9583333,Monthly,VND,NOT PROVIDED,18,Male
5.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,15000000,Monthly,VND,NOT PROVIDED,22,Male
1.0,Master,DevOps,"5,000 to 9,999 employees",Viet Nam,7360000,Monthly,VND,NOT PROVIDED,19,Male
5.0,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,33333333,Monthly,VND,NOT PROVIDED,30,Male
6.0,Bachelor,Embedded Engineer,Less than 20 employees,Viet Nam,20833333,Monthly,VND,NOT PROVIDED,32,Male
14.0,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,46000000,Monthly,VND,NOT PROVIDED,39,Male
5.0,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,31750000,Monthly,VND,NOT PROVIDED,28,Male
6.0,Bachelor,Data Scientist,10 to 19 employees,Viet Nam,57500000,Monthly,VND,NOT PROVIDED,23,Male
4.0,Bachelor,Full-stack Developer,Less than 20 employees,Viet Nam,16700000,Monthly,VND,NOT PROVIDED,23,Male
3.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,20000000,Monthly,VND,NOT PROVIDED,25,Male
4.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,27600000,Monthly,VND,NOT PROVIDED,20,Other
5.0,Master,Data Scientist,10 to 19 employees,Viet Nam,47916667,Monthly,VND,NOT PROVIDED,25,Other
7.0,Bachelor,Data Scientist,"1,000 to 4,999 employees",Viet Nam,23000000,Monthly,VND,NOT PROVIDED,24,Other
16.0,High School,Full-stack Developer,10 to 19 employees,Viet Nam,83333333,Monthly,VND,NOT PROVIDED,34,Other
13.0,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,70833333,Monthly,VND,NOT PROVIDED,31,Other
6.0,High School,Full-stack Developer,20 to 99 employees,Viet Nam,23000000,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,24000000,Monthly,VND,NOT PROVIDED,34,Other
11.0,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,66666667,Monthly,VND,NOT PROVIDED,31,Other
5.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,41666667,Monthly,VND,NOT PROVIDED,27,Other
17.0,High School,Front-end Developer,500 to 999 employees,Viet Nam,70083333,Monthly,VND,NOT PROVIDED,34,Other
7.0,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,43333333,Monthly,VND,NOT PROVIDED,33,Other
10.0,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,66250000,Monthly,VND,NOT PROVIDED,31,Other
7.0,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,50000000,Monthly,VND,NOT PROVIDED,34,Other
4.0,High School,Full-stack Developer,100 to 499 employees,Viet Nam,30000000,Monthly,VND,NOT PROVIDED,30,Other
7.0,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,30000000,Monthly,VND,NOT PROVIDED,30,Other
9.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,29166667,Monthly,VND,NOT PROVIDED,34,Other
4.0,High School,Front-end Developer,"10,000 or more employees",Viet Nam,11666667,Monthly,VND,NOT PROVIDED,20,Other
8.0,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,62291667,Monthly,VND,NOT PROVIDED,25,Other
7.0,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,16790000,Monthly,VND,NOT PROVIDED,24,Other
5.0,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,83333333,Monthly,VND,NOT PROVIDED,30,Other
