YearsExperience,Education,JobRole,OrgSize,Location,Salary,CompFreq,Currency,LanguageHaveWorkedWith,Age,Gender
18,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"210,833,333",Monthly,VND,C++;Java;JavaScript;PHP;SQL,40,Male
12,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"60,000,000",Monthly,VND,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,38,Male
7,High School,Back-end Developer,20 to 99 employees,Viet Nam,"18,000,000",Monthly,VND,JavaScript;Kotlin,24,Male
50,High School,Back-end Developer,100 to 499 employees,Viet Nam,"495,855,000",Monthly,VND,Assembly;Bash/Shell/PowerShell;C;C#;C++;Dart;Go;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Objective-C;Perl;PHP;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA,72,Male
5,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"16,000,000",Monthly,VND,Dart;HTML/CSS;JavaScript;SQL;TypeScript,22,Male
35,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"83,000,000",Monthly,VND,C#;HTML/CSS;SQL;TypeScript,47,Male
4,High School,Back-end Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,HTML/CSS;JavaScript;PHP;SQL,26,Male
8,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,Java;SQL;Swift,27,Male
2,High School,Mobile Developer,20 to 99 employees,Viet Nam,"34,500,000",Monthly,VND,Java;JavaScript;Kotlin,30,Male
5,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"18,400,000",Monthly,VND,C#;Java;JavaScript,27,Male
7,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"30,000,000",Monthly,VND,C;C#;C++;Python;VBA,28,Male
4,High School,Embedded Engineer,"1,000 to 4,999 employees",Viet Nam,"15,000,000",Monthly,VND,Bash/Shell/PowerShell;C;C#;C++;Java;JavaScript;VBA,27,Male
5,High School,Front-end Developer,20 to 99 employees,Viet Nam,"50,000,000",Monthly,VND,HTML/CSS;JavaScript;TypeScript,25,Male
20,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"26,276,250",Monthly,VND,HTML/CSS;Java;JavaScript;PHP;Python;SQL,38,Male
13,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,Dart;Java;JavaScript;Kotlin;Swift,33,Male
17,High School,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"42,000,000",Monthly,VND,C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,39,Male
14,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"34,000,000",Monthly,VND,JavaScript,33,Male
15,Master,Data Scientist,20 to 99 employees,Viet Nam,"158,333,333",Monthly,VND,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;R;Scala;SQL;TypeScript,35,Male
18,Master,Back-end Developer,"5,000 to 9,999 employees",Viet Nam,"100,000,000",Monthly,VND,HTML/CSS;JavaScript;Python;SQL;VBA,32,Male
6,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,HTML/CSS;JavaScript;Python,28,Male
5,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"22,500,000",Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;SQL,27,Male
8,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"23,000,000",Monthly,VND,Go;HTML/CSS;JavaScript;SQL,26,Male
12,Bachelor,Embedded Engineer,"1,000 to 4,999 employees",Viet Nam,"69,000,000",Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,27,Male
6,High School,Back-end Developer,"10,000 or more employees",Viet Nam,"10,500,000",Monthly,VND,C;C++,24,Male
2,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,"20,000,000",Monthly,VND,C#;HTML/CSS;JavaScript;SQL;TypeScript,30,Male
7,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"17,000,000",Monthly,VND,Go;HTML/CSS;JavaScript;Python;TypeScript,25,Male
6,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"24,000,000",Monthly,VND,HTML/CSS;Java;JavaScript;SQL;TypeScript,30,Male
4,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"8,000,000",Monthly,VND,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,23,Male
6,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,"10,000,000",Monthly,VND,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,24,Male
15,Master,Full-stack Developer,100 to 499 employees,Viet Nam,"37,000,000",Monthly,VND,C#;Python;SQL;TypeScript,37,Other
23,High School,Back-end Developer,100 to 499 employees,Viet Nam,"31,666,667",Monthly,VND,C#;C++;JavaScript,29,Male
5,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,"20,000,000",Monthly,VND,C#;Java;JavaScript,24,Male
2,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"10,833,333",Monthly,VND,C#;HTML/CSS;JavaScript;Python;SQL,24,Male
10,High School,Back-end Developer,100 to 499 employees,Viet Nam,"75,900,000",Monthly,VND,C++;Go,30,Male
4,Bachelor,Front-end Developer,500 to 999 employees,Viet Nam,"11,000,000",Monthly,VND,Java,25,Male
4,Bachelor,Embedded Engineer,20 to 99 employees,Viet Nam,"11,500,000",Monthly,VND,Bash/Shell/PowerShell;JavaScript;SQL,23,Male
13,High School,Data Scientist,"10,000 or more employees",Viet Nam,"19,950,000",Monthly,VND,HTML/CSS;JavaScript;Ruby,28,Male
10,Master,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"35,000,000",Monthly,VND,C;C++;Java;Python,32,Male
3,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"16,100,000",Monthly,VND,JavaScript;Python,26,Male
3,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,"45,000,000",Monthly,VND,Go;HTML/CSS;JavaScript;TypeScript,36,Male
6,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"17,000,000",Monthly,VND,HTML/CSS;JavaScript;TypeScript,30,Male
13,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"30,000,000",Monthly,VND,C#,35,Other
10,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"24,000,000",Monthly,VND,HTML/CSS;Java;JavaScript;PHP;Python,32,Male
7,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,"11,000,000",Monthly,VND,Python,23,Male
7,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,"15,600,000",Monthly,VND,C;HTML/CSS;JavaScript;Python;VBA,28,Male
15,Bachelor,Back-end Developer,500 to 999 employees,Viet Nam,"40,000,000",Monthly,VND,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;TypeScript,35,Male
6,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"27,000,000",Monthly,VND,Go;Java;Scala;SQL;TypeScript,27,Male
1,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"8,000,000",Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,24,Male
3,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"9,200,000",Monthly,VND,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Rust,23,Male
4,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"18,000,000",Monthly,VND,,26,Other
4,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"15,000,000",Monthly,VND,C#;HTML/CSS;Java;JavaScript;Python;SQL,26,Other
6,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"15,000,000",Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,28,Other
7,PhD,Data Scientist,100 to 499 employees,Viet Nam,"88,000,000",Monthly,VND,,29,Other
3,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"12,000,000",Monthly,VND,,25,Other
8,Bachelor,Mobile Developer,"10,000 or more employees",Viet Nam,"20,000,000",Monthly,VND,,30,Other
3,High School,Embedded Engineer,100 to 499 employees,Viet Nam,"13,000,000",Monthly,VND,C;C++,25,Other
9,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"20,000,000",Monthly,VND,,31,Other
8,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"16,266,950",Monthly,VND,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL,30,Other
7,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,"15,000,000",Monthly,VND,Go;Java;JavaScript;Kotlin;Swift,26,Male
2,Bachelor,Front-end Developer,"10,000 or more employees",Viet Nam,"14,000,000",Monthly,VND,HTML/CSS;JavaScript,24,Male
5,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,"20,000,000",Monthly,VND,,27,Other
8,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"30,000,000",Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,27,Male
12,Master,Full-stack Developer,20 to 99 employees,Viet Nam,"30,000,000",Monthly,VND,Bash/Shell/PowerShell;C#;C++;JavaScript;Python;Swift;TypeScript,27,Male
21,High School,Back-end Developer,20 to 99 employees,Viet Nam,"52,000,000",Monthly,VND,C++;JavaScript,43,Male
5,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"16,100,000",Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,25,Male
15,High School,Game Developer,10 to 19 employees,Viet Nam,"30,000,000",Monthly,VND,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,28,Male
12,High School,Mobile Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL,27,Male
6,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"69,000,000",Monthly,VND,Bash/Shell/PowerShell;C++;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,22,Male
18,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,"70,000,000",Monthly,VND,C#;HTML/CSS;JavaScript;SQL;Swift,35,Male
5,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"18,500,000",Monthly,VND,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,26,Male
14,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,"23,000,000",Monthly,VND,Bash/Shell/PowerShell;C#;HTML/CSS,24,Male
11,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,"57,500,000",Monthly,VND,C#;HTML/CSS;Java;Kotlin;Python;SQL,29,Male
6,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"12,500,000",Monthly,VND,C;C#;C++,25,Male
5,Bachelor,DevOps,100 to 499 employees,Viet Nam,"11,000,000",Monthly,VND,C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;VBA,30,Male
3,Bachelor,Embedded Engineer,10 to 19 employees,Viet Nam,"38,333,333",Monthly,VND,Assembly;Bash/Shell/PowerShell;C,24,Male
6,High School,Full-stack Developer,500 to 999 employees,Viet Nam,"5,300,000",Monthly,VND,Go;HTML/CSS;Java;JavaScript;SQL,24,Male
8,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"28,000,000",Monthly,VND,,30,Other
7,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"16,100,000",Monthly,VND,,29,Other
,High School,Data Scientist,"1,000 to 4,999 employees",Viet Nam,"47,000,000",Monthly,VND,NOT PROVIDED,27,Male
4,Bachelor,Front-end Developer,20 to 99 employees,Viet Nam,"35,000,000",Monthly,VND,NOT PROVIDED,32,Male
7,Bachelor,Mobile Developer,"10,000 or more employees",Viet Nam,"70,000,000",Monthly,VND,NOT PROVIDED,29,Male
10,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,25,Other
13,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,19,Male
7,High School,Back-end Developer,100 to 499 employees,Viet Nam,"41,000,000",Monthly,VND,NOT PROVIDED,20,Male
6,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,27,Male
10,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,33,Male
5,Bachelor,DevOps,"10,000 or more employees",Viet Nam,"57,500,000",Monthly,VND,NOT PROVIDED,37,Male
,Bachelor,Data Scientist,10 to 19 employees,Viet Nam,"9,000,000",Monthly,VND,NOT PROVIDED,24,Male
3,High School,Front-end Developer,20 to 99 employees,Viet Nam,"5,000,000",Monthly,VND,NOT PROVIDED,23,Male
7,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"57,500,000",Monthly,VND,NOT PROVIDED,30,Male
4,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"14,000,000",Monthly,VND,NOT PROVIDED,22,Male
20,Bachelor,DevOps,20 to 99 employees,Viet Nam,"100,000,000",Monthly,VND,NOT PROVIDED,34,Male
4,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,32,Male
15,High School,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,25,Male
10,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,34,Male
14,Master,Full-stack Developer,20 to 99 employees,Viet Nam,"73,000,000",Monthly,VND,NOT PROVIDED,32,Male
5,Bachelor,Mobile Developer,"1,000 to 4,999 employees",Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,20,Male
8,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"27,000,000",Monthly,VND,NOT PROVIDED,24,Male
8,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,28,Male
12,Bachelor,Embedded Engineer,"1,000 to 4,999 employees",Viet Nam,"52,500,000",Monthly,VND,NOT PROVIDED,32,Male
,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,33,Male
6,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,19,Male
10,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"73,600,000",Monthly,VND,NOT PROVIDED,24,Male
10,Bachelor,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,"27,000,000",Monthly,VND,NOT PROVIDED,25,Male
4,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"41,400,000",Monthly,VND,NOT PROVIDED,30,Male
4,Bachelor,Back-end Developer,20 to 99 employees,Viet Nam,"14,000,000",Monthly,VND,NOT PROVIDED,21,Male
13,Bachelor,Embedded Engineer,100 to 499 employees,Viet Nam,"84,166,667",Monthly,VND,NOT PROVIDED,26,Male
10,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"26,000,000",Monthly,VND,NOT PROVIDED,21,Male
4,Bachelor,Embedded Engineer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,22,Male
5,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"7,745,000",Monthly,VND,NOT PROVIDED,22,Male
6,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,19,Male
4,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"13,000,000",Monthly,VND,NOT PROVIDED,22,Male
3,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"17,000,000",Monthly,VND,NOT PROVIDED,28,Female
10,Master,Mobile Developer,"1,000 to 4,999 employees",Viet Nam,"47,000,000",Monthly,VND,NOT PROVIDED,36,Male
3,Bachelor,Back-end Developer,10 to 19 employees,Viet Nam,"8,000,000",Monthly,VND,NOT PROVIDED,27,Male
4,Bachelor,Full-stack Developer,10 to 19 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,26,Male
7,Bachelor,DevOps,"10,000 or more employees",Viet Nam,"18,000,000",Monthly,VND,NOT PROVIDED,31,Male
8,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,26,Male
15,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,"54,000,000",Monthly,VND,NOT PROVIDED,34,Male
7,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"80,960,000",Monthly,VND,NOT PROVIDED,31,Male
5,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,30,Male
2,High School,Front-end Developer,20 to 99 employees,Viet Nam,"35,000,000",Monthly,VND,NOT PROVIDED,32,Male
1,Bachelor,DevOps,20 to 99 employees,Viet Nam,"5,000,000",Monthly,VND,NOT PROVIDED,20,Male
0,High School,Front-end Developer,100 to 499 employees,Viet Nam,"7,000,000",Monthly,VND,NOT PROVIDED,19,Male
4,Bachelor,Front-end Developer,500 to 999 employees,Viet Nam,"51,000,000",Monthly,VND,NOT PROVIDED,25,Male
6,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"27,000,000",Monthly,VND,NOT PROVIDED,27,Male
8,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"34,166,667",Monthly,VND,NOT PROVIDED,27,Male
13,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,37,Male
10,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,27,Male
4,Master,Data Scientist,100 to 499 employees,Viet Nam,"32,000,000",Monthly,VND,NOT PROVIDED,29,Male
3,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,21,Male
5,Bachelor,Game Developer,100 to 499 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,27,Male
13,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"34,500,000",Monthly,VND,NOT PROVIDED,33,Male
20,Master,Full-stack Developer,20 to 99 employees,Viet Nam,"45,000,000",Monthly,VND,NOT PROVIDED,44,Male
5,Bachelor,Front-end Developer,"1,000 to 4,999 employees",Viet Nam,"9,000,000",Monthly,VND,NOT PROVIDED,24,Male
7,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"24,000,000",Monthly,VND,NOT PROVIDED,34,Male
8,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"32,200,000",Monthly,VND,NOT PROVIDED,33,Male
6,High School,Mobile Developer,100 to 499 employees,Viet Nam,"13,110,000",Monthly,VND,NOT PROVIDED,18,Male
7,Master,Full-stack Developer,"5,000 to 9,999 employees",Viet Nam,"125,000,000",Monthly,VND,NOT PROVIDED,27,Male
4,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,27,Male
19,Bachelor,DevOps,20 to 99 employees,Viet Nam,"90,000,000",Monthly,VND,NOT PROVIDED,36,Male
10,High School,Full-stack Developer,100 to 499 employees,Viet Nam,"5,000,000",Monthly,VND,NOT PROVIDED,29,Male
5,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,20,Male
10,Bachelor,Front-end Developer,"5,000 to 9,999 employees",Viet Nam,"26,666,667",Monthly,VND,NOT PROVIDED,26,Male
7,High School,Front-end Developer,,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,34,Female
4,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,26,Male
6,Bachelor,Data Scientist,20 to 99 employees,Viet Nam,"8,000,000",Monthly,VND,NOT PROVIDED,26,Male
3,High School,Data Scientist,100 to 499 employees,Viet Nam,"16,500,000",Monthly,VND,NOT PROVIDED,18,Male
16,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"50,000,000",Monthly,VND,NOT PROVIDED,31,Male
2,Bachelor,Back-end Developer,100 to 499 employees,Viet Nam,"13,000,000",Monthly,VND,NOT PROVIDED,27,Male
6,Bachelor,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"13,000,000",Monthly,VND,NOT PROVIDED,22,Male
1,High School,Front-end Developer,10 to 19 employees,Viet Nam,"8,000,000",Monthly,VND,NOT PROVIDED,20,Male
6,Bachelor,Back-end Developer,Less than 20 employees,Viet Nam,"70,000,000",Monthly,VND,NOT PROVIDED,18,Male
10,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,"15,000,000",Monthly,VND,NOT PROVIDED,18,Male
10,High School,DevOps,500 to 999 employees,Viet Nam,"100,000,000",Monthly,VND,NOT PROVIDED,31,Male
3,High School,Full-stack Developer,"10,000 or more employees",Viet Nam,"12,500,000",Monthly,VND,NOT PROVIDED,19,Male
11,PhD,Data Scientist,500 to 999 employees,Viet Nam,"55,000,000",Monthly,VND,NOT PROVIDED,25,Male
3,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"46,000,000",Monthly,VND,NOT PROVIDED,19,Male
5,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"21,000,000",Monthly,VND,NOT PROVIDED,30,Male
5,High School,Back-end Developer,100 to 499 employees,Viet Nam,"16,000,000",Monthly,VND,NOT PROVIDED,20,Male
8,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,19,Male
10,High School,Full-stack Developer,"10,000 or more employees",Viet Nam,"11,000,000",Monthly,VND,NOT PROVIDED,20,Male
4,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,18,Male
6,High School,Front-end Developer,100 to 499 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,32,Male
4,High School,Full-stack Developer,500 to 999 employees,Viet Nam,"10,000,000",Monthly,VND,NOT PROVIDED,23,Male
8,High School,Embedded Engineer,20 to 99 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,23,Male
5,Bachelor,DevOps,500 to 999 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,21,Male
7,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,34,Female
5,Bachelor,Data Scientist,100 to 499 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,18,Male
14,High School,Data Scientist,"1,000 to 4,999 employees",Viet Nam,"17,564,718",Monthly,VND,NOT PROVIDED,29,Male
0,High School,Data Scientist,"1,000 to 4,999 employees",Viet Nam,"29,071,991",Monthly,VND,NOT PROVIDED,25,Male
5,Bachelor,Front-end Developer,10 to 19 employees,Viet Nam,"5,000,000",Monthly,VND,NOT PROVIDED,34,Male
11,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"45,000,000",Monthly,VND,NOT PROVIDED,31,Male
15,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"80,500,000",Monthly,VND,NOT PROVIDED,28,Male
6,High School,Front-end Developer,10 to 19 employees,Viet Nam,"14,000,000",Monthly,VND,NOT PROVIDED,21,Male
7,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,27,Male
3,Master,Front-end Developer,20 to 99 employees,Viet Nam,"5,000,000",Monthly,VND,NOT PROVIDED,24,Male
10,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,26,Male
5,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,21,Male
8,High School,Full-stack Developer,20 to 99 employees,Viet Nam,"88,000,000",Monthly,VND,NOT PROVIDED,25,Male
6,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"36,800,000",Monthly,VND,NOT PROVIDED,31,Male
9,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,34,Male
11,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"33,000,000",Monthly,VND,NOT PROVIDED,33,Male
5,Bachelor,Mobile Developer,100 to 499 employees,Viet Nam,"8,000,000",Monthly,VND,NOT PROVIDED,23,Male
12,Master,Mobile Developer,20 to 99 employees,Viet Nam,"30,000,000",Monthly,VND,NOT PROVIDED,32,Male
7,Bachelor,Back-end Developer,"5,000 to 9,999 employees",Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,34,Male
10,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"16,666,667",Monthly,VND,NOT PROVIDED,28,Male
7,Bachelor,Mobile Developer,10 to 19 employees,Viet Nam,"20,000,000",Monthly,VND,NOT PROVIDED,33,Male
11,High School,Back-end Developer,100 to 499 employees,Viet Nam,"78,000,000",Monthly,VND,NOT PROVIDED,28,Male
0,High School,Back-end Developer,20 to 99 employees,Viet Nam,"5,000,000",Monthly,VND,NOT PROVIDED,31,Male
12,Master,Full-stack Developer,20 to 99 employees,Viet Nam,"57,800,000",Monthly,VND,NOT PROVIDED,25,Male
7,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"35,000,000",Monthly,VND,NOT PROVIDED,23,Male
4,Bachelor,Mobile Developer,"1,000 to 4,999 employees",Viet Nam,"9,500,000",Monthly,VND,NOT PROVIDED,22,Male
0,High School,Back-end Developer,20 to 99 employees,Viet Nam,"21,000,000",Monthly,VND,NOT PROVIDED,28,Male
9,Bachelor,Front-end Developer,100 to 499 employees,Viet Nam,"50,000,000",Monthly,VND,NOT PROVIDED,33,Male
12,High School,Full-stack Developer,10 to 19 employees,Viet Nam,"25,000,000",Monthly,VND,NOT PROVIDED,34,Male
13,Bachelor,DevOps,"1,000 to 4,999 employees",Viet Nam,"43,700,000",Monthly,VND,NOT PROVIDED,27,Male
5,Bachelor,Full-stack Developer,500 to 999 employees,Viet Nam,"40,000,000",Monthly,VND,NOT PROVIDED,28,Male
3,High School,Front-end Developer,100 to 499 employees,Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,23,Male
4,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"16,000,000",Monthly,VND,NOT PROVIDED,18,Male
15,High School,Full-stack Developer,"1,000 to 4,999 employees",Viet Nam,"47,000,000",Monthly,VND,NOT PROVIDED,29,Male
8,Bachelor,Full-stack Developer,20 to 99 employees,Viet Nam,"35,000,000",Monthly,VND,NOT PROVIDED,25,Male
6,Bachelor,Full-stack Developer,"10,000 or more employees",Viet Nam,"41,666,667",Monthly,VND,NOT PROVIDED,34,Male
5,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"17,000,000",Monthly,VND,NOT PROVIDED,18,Male
13,Bachelor,Mobile Developer,20 to 99 employees,Viet Nam,"80,000,000",Monthly,VND,NOT PROVIDED,28,Male
9,Bachelor,Back-end Developer,"1,000 to 4,999 employees",Viet Nam,"23,000,000",Monthly,VND,NOT PROVIDED,23,Male
8,Bachelor,Full-stack Developer,100 to 499 employees,Viet Nam,"12,000,000",Monthly,VND,NOT PROVIDED,24,Male
4,Bachelor,Mobile Developer,"1,000 to 4,999 employees",Viet Nam,"14,000,000",Monthly,VND,NOT PROVIDED,24,Male
